id,date_found,source,type,montana_specific,national_eligible_for_MT,title,description_short,company_or_agency,deadline,proof_required,url_info,url_claim,status,priority_for_user,date_added,category,money_speed,difficulty,proof_simple,state
OTHER_MT_UTILITIES_PSC_FINANCIAL_ASSISTANCE_OVERVIEW,2025-12-02,OTHER_MT_UTILITIES,utility_assistance_overview,yes,no,Montana PSC – Utility Financial Assistance Programs,"Overview of utility financial assistance programs in Montana, including Energy Share, weatherization, furnace repair or replacement, and help funded by Montana-Dakota Utilities and Energy West for qualifying customers.",Montana Public Service Commission,,medium,https://psc.mt.gov/Consumers/Consumer-Information/Financial-Assistance-Programs,https://psc.mt.gov/Consumers/Consumer-Information/Financial-Assistance-Programs,open,high,2025-12-02,Utilities & energy,Medium,Easy,Normal,MT
OTHER_MT_UTILITIES_MISSOULA_UTILITY_ASSISTANCE,2025-12-02,OTHER_MT_UTILITIES,city_utility_assistance,yes,no,City of Missoula – Utility Assistance Programs,"City of Missoula utility assistance, including low-income water discounts and help for customers who qualify through the Human Resource Council or state energy assistance programs.",City of Missoula Utility Operations,,medium,https://www.ci.missoula.mt.us/2856/Utility-Assistance-Programs,https://www.ci.missoula.mt.us/2856/Utility-Assistance-Programs,open,high,2025-12-02,Utilities & energy,Medium,Easy,Normal,MT
OTHER_MT_UTILITIES_BILLINGS_UTILITY_ACCOUNT_SERVICES,2025-12-02,OTHER_MT_UTILITIES,city_utility_account_help,yes,no,City of Billings – Utility Account Services & Payment Plans,"Billings utility account services for water, wastewater, and garbage customers, including help setting up payment plans, managing accounts, and handling billing issues.",City of Billings Public Works – Utility Service Center,,medium,https://billingsmtpublicworks.gov/297/Account-Services,https://billingsmtpublicworks.gov/297/Account-Services,open,high,2025-12-02,Utilities & energy,Medium,Easy,Normal,MT
OTHER_MT_UTILITIES_MT_ELECTRIC_COOPS_OVERVIEW,2025-12-02,OTHER_MT_UTILITIES,electric_coop_overview,yes,no,Montana Electric Cooperatives – Overview,"Statewide association representing 25 electric cooperatives that serve more than 400,000 Montanans. Many co-ops offer payment plans, capital credit refunds, and limited emergency assistance.",Montana Electric Cooperatives’ Association,,medium,https://www.mtco-ops.com/,https://www.mtco-ops.com/,open,high,2025-12-02,Utilities & energy,Medium,Easy,Normal,MT
OTHER_MT_UTILITIES_MT_ELECTRIC_COOPS_MEMBER_DIRECTORY,2025-12-02,OTHER_MT_UTILITIES,electric_coop_directory,yes,no,Montana Electric Cooperatives – Member Co-op Directory,"Directory of Montana electric cooperatives so members can find their local co-op to ask about capital credits, bill assistance, and payment options.",Montana Electric Cooperatives’ Association,,medium,https://www.mtco-ops.com/resource-dir_category/member-co-ops/,https://www.mtco-ops.com/resource-dir_category/member-co-ops/,open,high,2025-12-02,Utilities & energy,Medium,Easy,Normal,MT
MT_BUSINESS_GRANTS_MT_COMMERCE_BUSINESS_ASSISTANCE,2025-12-02,MT_BUSINESS_GRANTS,business_grant_portal,yes,no,Montana Department of Commerce – Business Assistance & Grants,"Overview of Montana Department of Commerce programs that support small businesses, including grants, loans, technical assistance, and job creation incentives.",Montana Department of Commerce,,medium,https://commerce.mt.gov/Business-Programs,https://commerce.mt.gov/Business-Programs,open,medium,2025-12-02,Business & jobs,Slow,Hard,Normal,MT
MT_BUSINESS_GRANTS_MT_INDIAN_COUNTRY_ECONOMIC_DEVELOPMENT,2025-12-02,MT_BUSINESS_GRANTS,business_grant,yes,no,Indian Country Economic Development (ICED) Program,"Grants and funding to support business development and economic growth in Montana’s tribal communities, including Native-owned businesses and tribal government projects.",Montana Department of Commerce,,medium,https://commerce.mt.gov/Indian-Country-Programs/ICED,https://commerce.mt.gov/Indian-Country-Programs/ICED,open,medium,2025-12-02,Business & jobs,Slow,Hard,Normal,MT
MT_BUSINESS_GRANTS_MT_BIG_SKY_ECONOMIC_DEVELOPMENT,2025-12-02,MT_BUSINESS_GRANTS,business_grant,yes,no,Big Sky Economic Development Trust Fund (BSTF),"Funding for job creation and economic development projects in Montana, including business expansions and infrastructure that create new good-paying jobs.",Montana Department of Commerce,,medium,https://commerce.mt.gov/Business-Programs/Big-Sky-Economic-Development-Trust-Fund,https://commerce.mt.gov/Business-Programs/Big-Sky-Economic-Development-Trust-Fund,open,medium,2025-12-02,Business & jobs,Slow,Hard,Normal,MT
MT_BUSINESS_GRANTS_MT_MAIN_STREET_PROGRAM,2025-12-02,MT_BUSINESS_GRANTS,community_grant,yes,no,Montana Main Street Program,Planning and project grants to help Montana communities strengthen and revitalize their downtowns and main street districts.,Montana Department of Commerce,,medium,https://commerce.mt.gov/Community-Development/Montana-Main-Street-Program,https://commerce.mt.gov/Community-Development/Montana-Main-Street-Program,open,medium,2025-12-02,Business & jobs,Slow,Hard,Normal,MT
MT_BUSINESS_GRANTS_MT_EXPORT_ASSISTANCE,2025-12-02,MT_BUSINESS_GRANTS,business_grant,yes,no,Export Assistance & STEP Grants,"Assistance and grants to help Montana small businesses expand into international markets, including trade show support and export marketing.",Montana Department of Commerce,,medium,https://commerce.mt.gov/Business-Programs/Export-Programs,https://commerce.mt.gov/Business-Programs/Export-Programs,open,medium,2025-12-02,Business & jobs,Slow,Hard,Normal,MT
MT_WORKERS_COMP_MT_WORKERS_COMP_CLAIMS,2025-12-02,MT_WORKERS_COMP,workers_comp_benefits_info,yes,no,Montana Workers' Compensation Claims & Benefits,"Information on filing a workers' compensation claim in Montana, checking on an existing claim, and understanding benefits for wage loss and medical costs.",Montana Department of Labor & Industry – Employment Relations Division,,medium,https://erd.dli.mt.gov/work-comp-claims,https://erd.dli.mt.gov/work-comp-claims,open,high,2025-12-02,Health & medical debt,Slow,Medium,Normal,MT
MT_WORKERS_COMP_MT_WORKERS_COMP_CONTACT_ERD,2025-12-02,MT_WORKERS_COMP,workers_comp_help,yes,no,Contact the Employment Relations Division (Workers' Compensation),"Contact information for Montana’s Employment Relations Division to get help with workers' comp claims, disputes, and questions about unpaid or underpaid benefits.",Montana Department of Labor & Industry – Employment Relations Division,,medium,https://erd.dli.mt.gov/contact-us,https://erd.dli.mt.gov/contact-us,open,high,2025-12-02,Health & medical debt,Slow,Medium,Normal,MT
MT_WORKERS_COMP_MT_UEF_UNINSURED_EMPLOYERS_FUND,2025-12-02,MT_WORKERS_COMP,workers_comp_benefits_info,yes,no,Uninsured Employers' Fund (UEF),Provides workers' compensation benefits to employees injured on the job when their employer does not carry required workers' compensation insurance.,Montana Department of Labor & Industry – Uninsured Employers' Fund,,medium,https://erd.dli.mt.gov/work-comp-claims/uninsured-employers-fund,https://erd.dli.mt.gov/work-comp-claims/uninsured-employers-fund,open,high,2025-12-02,Health & medical debt,Slow,Medium,Normal,MT
MT_LOTTERY_UNCLAIMED_PRIZES_INFO,2025-12-02,MT_LOTTERY,unclaimed_prizes_info,yes,no,Montana Lottery – Unclaimed Prizes,Information about unclaimed Montana Lottery prizes. Players can check whether any winning tickets have not been claimed yet and see prize expiration rules.,Montana Lottery,,medium,https://www.montanalottery.com/en/view/unclaimed-prizes.html,https://www.montanalottery.com/en/view/unclaimed-prizes.html,open,medium,2025-12-02,Unclaimed money & refunds,Fast,Easy,Normal,MT
MT_LOTTERY_HOW_TO_CLAIM_PRIZE,2025-12-02,MT_LOTTERY,claim_process_info,yes,no,Montana Lottery – How to Claim a Prize,"Instructions for claiming Montana Lottery prizes, including where to go, how to claim by mail, ID requirements, and prize claim deadlines.",Montana Lottery,,medium,https://www.montanalottery.com/en/view/how-to-claim.html,https://www.montanalottery.com/en/view/how-to-claim.html,open,medium,2025-12-02,Unclaimed money & refunds,Fast,Easy,Normal,MT
MT_LOTTERY_WINNING_NUMBERS_CHECK,2025-12-02,MT_LOTTERY,ticket_check_tool,yes,no,Montana Lottery – Check Winning Numbers,"Tool to check winning numbers for Montana Lottery games, which can help players see if they have older winning tickets that have not been claimed yet.",Montana Lottery,,medium,https://www.montanalottery.com/en/winning-numbers.html,https://www.montanalottery.com/en/winning-numbers.html,open,medium,2025-12-02,Unclaimed money & refunds,Fast,Easy,Normal,MT
MT_VETERANS_STATE_VETERAN_BENEFITS_PORTAL,2025-12-02,MT_VETERANS,veteran_benefits_portal,yes,no,Montana State Veteran Benefits – Overview,"Central portal listing Montana state veteran benefits, including property tax relief, tuition waivers, veterans homes, hunting and fishing discounts, and employment resources.",Montana Department of Military Affairs – Montana Veterans Affairs Division,,medium,https://dma.mt.gov/MVAD/veterans-benefits,https://dma.mt.gov/MVAD/veterans-benefits,open,medium,2025-12-02,Veterans,Slow,Medium,Normal,MT
MT_VETERANS_MT_VETERANS_HOMES,2025-12-02,MT_VETERANS,veteran_housing_and_care,yes,no,Montana Veterans Homes,"State veterans homes in Columbia Falls, Glendive, and Butte that provide long-term care, nursing, and supportive services for eligible veterans and, in some cases, their spouses.",Montana Department of Military Affairs – Montana Veterans Affairs Division,,medium,https://dma.mt.gov/MVAD/veterans-benefits,https://dma.mt.gov/MVAD/veterans-benefits,open,medium,2025-12-02,Veterans,Slow,Medium,Normal,MT
MT_VETERANS_TUITION_WAIVER_VETERANS,2025-12-02,MT_VETERANS,education_benefit,yes,no,Montana Tuition Waivers for Veterans & Guard Members,"Tuition waiver programs for qualifying Montana veterans, honorably discharged service members, and National Guard members attending public colleges and universities.",Montana Department of Military Affairs / Montana University System,,medium,https://dma.mt.gov/MVAD/veterans-benefits,https://dma.mt.gov/MVAD/veterans-benefits,open,medium,2025-12-02,Veterans,Slow,Medium,Normal,MT
MT_VETERANS_HUNTING_FISHING_DISCOUNTS,2025-12-02,MT_VETERANS,recreation_benefit,yes,no,Hunting & Fishing License Discounts for Qualified Disabled Veterans,Reduced-fee or discounted hunting and fishing licenses for eligible disabled veterans in Montana.,"Montana Department of Fish, Wildlife & Parks / Montana Veterans Affairs Division",,medium,https://dma.mt.gov/MVAD/veterans-benefits,https://dma.mt.gov/MVAD/veterans-benefits,open,medium,2025-12-02,Veterans,Slow,Medium,Normal,MT
MT_HOSPITAL_CHARITY_CARE_BILLINGS_CLINIC_FINANCIAL_ASSISTANCE,2025-12-02,MT_HOSPITAL_CHARITY_CARE,hospital_charity_care,yes,no,Billings Clinic – Financial Assistance Program,Financial assistance and charity care program for eligible Billings Clinic patients. May reduce or forgive hospital bills based on income and family size.,Billings Clinic,,medium,https://www.billingsclinic.com,https://www.billingsclinic.com,open,high,2025-12-02,Health & medical debt,Medium,Medium,Normal,MT
MT_HOSPITAL_CHARITY_CARE_PROVIDENCE_ST_PATRICK_FINANCIAL_ASSISTANCE,2025-12-02,MT_HOSPITAL_CHARITY_CARE,hospital_charity_care,yes,no,Providence St. Patrick Hospital – Financial Assistance,"Financial assistance program for patients receiving care at Providence St. Patrick Hospital in Missoula, including reduced or forgiven bills for qualifying low-income patients.",Providence St. Patrick Hospital,,medium,https://www.providence.org,https://www.providence.org,open,high,2025-12-02,Health & medical debt,Medium,Medium,Normal,MT
MT_HOSPITAL_CHARITY_CARE_BENEFIS_HEALTH_SYSTEM_FINANCIAL_ASSISTANCE,2025-12-02,MT_HOSPITAL_CHARITY_CARE,hospital_charity_care,yes,no,Benefis Health System – Financial Assistance,Charity care and financial assistance for Benefis Health System patients in Great Falls and the surrounding area. May cover a portion or all of eligible bills.,Benefis Health System,,medium,https://www.benefis.org,https://www.benefis.org,open,high,2025-12-02,Health & medical debt,Medium,Medium,Normal,MT
MT_HOSPITAL_CHARITY_CARE_LOGAN_HEALTH_FINANCIAL_ASSISTANCE,2025-12-02,MT_HOSPITAL_CHARITY_CARE,hospital_charity_care,yes,no,Logan Health – Financial Assistance Program,"Financial assistance and charity care program for Logan Health patients in Kalispell and other locations, based on income and need.",Logan Health,,medium,https://www.logan.org,https://www.logan.org,open,high,2025-12-02,Health & medical debt,Medium,Medium,Normal,MT
MT_HOSPITAL_CHARITY_CARE_GENERAL_HOSPITAL_CHARITY_CARE_RIGHTS,2025-12-02,MT_HOSPITAL_CHARITY_CARE,hospital_charity_care_info,yes,no,Nonprofit Hospitals – Charity Care & Financial Assistance Rights,Most nonprofit hospitals must offer financial assistance or charity care to eligible low-income patients. Ask the hospital billing office for its financial assistance policy and application if you cannot afford your bill.,General hospital billing / Consumer Financial Protection Bureau (info),,medium,https://www.consumerfinance.gov/ask-cfpb/what-is-charity-care-en-2145/,https://www.consumerfinance.gov/ask-cfpb/what-is-charity-care-en-2145/,open,high,2025-12-02,Health & medical debt,Medium,Medium,Normal,MT
MT_HOSPITAL_CHARITY_CARE_RIP_MEDICAL_DEBT_INFO,2025-12-02,MT_HOSPITAL_CHARITY_CARE,medical_debt_relief_info,yes,no,RIP Medical Debt – Medical Debt Relief Campaigns,Nonprofit that buys and forgives medical debt in bulk. Check campaigns and information to see whether there have been recent or current efforts that include Montana residents.,RIP Medical Debt,,medium,https://ripmedicaldebt.org,https://ripmedicaldebt.org,open,high,2025-12-02,Health & medical debt,Medium,Medium,Normal,MT
LIFE_INSURANCE_UNCLAIMED_NAIC_POLICY_LOCATOR,2025-12-02,LIFE_INSURANCE_UNCLAIMED,life_insurance_locator,no,yes,NAIC Life Insurance Policy Locator,National tool that helps people find life insurance policies and annuities that may have been issued to a deceased family member. Requests are sent to participating insurers to check for unpaid benefits.,National Association of Insurance Commissioners (NAIC),,medium,https://eapps.naic.org/life-policy-locator/,https://eapps.naic.org/life-policy-locator/,open,high,2025-12-02,Unclaimed money & refunds,Medium,Medium,Normal,MT
LIFE_INSURANCE_UNCLAIMED_MT_CSI_LIFE_INSURANCE_HELP,2025-12-02,LIFE_INSURANCE_UNCLAIMED,life_insurance_help,yes,no,Montana CSI – Life Insurance & Annuity Help,"Montana Commissioner of Securities and Insurance help page for life insurance and annuity questions, including how to check on policies and file complaints about unpaid life insurance benefits.",Montana Commissioner of Securities and Insurance,,medium,https://csimt.gov/consumer/insurance/,https://csimt.gov/consumer/insurance/,open,high,2025-12-02,Unclaimed money & refunds,Medium,Medium,Normal,MT
LIFE_INSURANCE_UNCLAIMED_INSURER_CONTACT_GUIDE,2025-12-02,LIFE_INSURANCE_UNCLAIMED,life_insurance_info,no,yes,How to Contact Life Insurance Companies About Unclaimed Benefits,"General guidance on gathering documents (death certificate, policy numbers, social security numbers) and contacting life insurance companies to ask about possible unclaimed benefits if you suspect a policy existed.",USA.gov – Unclaimed Money,,medium,https://www.usa.gov/unclaimed-money#item-36447,https://www.usa.gov/unclaimed-money#item-36447,open,high,2025-12-02,Unclaimed money & refunds,Medium,Medium,Normal,MT
MT_CHILD_SUPPORT_CSED_OVERVIEW,2025-12-02,MT_CHILD_SUPPORT,child_support_enforcement_portal,yes,no,Montana Child Support Enforcement Division – Overview,"Child Support Enforcement Division (CSED) helps establish, enforce, and modify child support orders, and collect past-due child support for custodial parents.",Montana DPHHS – Child Support Enforcement Division,,medium,https://dphhs.mt.gov/csed,https://dphhs.mt.gov/csed,open,high,2025-12-02,Social services & safety net,Slow,Medium,Normal,MT
MT_CHILD_SUPPORT_CSED_APPLY_SERVICES,2025-12-02,MT_CHILD_SUPPORT,child_support_application,yes,no,Apply for Child Support Services,Online and paper application options to open a case with the Child Support Enforcement Division so the state can help collect and enforce child support.,Montana DPHHS – Child Support Enforcement Division,,medium,https://dphhs.mt.gov/csed/howtoapply,https://dphhs.mt.gov/csed/howtoapply,open,high,2025-12-02,Social services & safety net,Slow,Medium,Normal,MT
MT_CHILD_SUPPORT_CSED_PAYMENT_INFO,2025-12-02,MT_CHILD_SUPPORT,child_support_payments_info,yes,no,Child Support Payment Information & Account Access,"Information on how to check child support payments, including online account access and ways to receive or send payments.",Montana DPHHS – Child Support Enforcement Division,,medium,https://dphhs.mt.gov/csed/Payments,https://dphhs.mt.gov/csed/Payments,open,high,2025-12-02,Social services & safety net,Slow,Medium,Normal,MT
MT_VICTIM_COMPENSATION_CRIME_VICTIM_COMP_OVERVIEW,2025-12-02,MT_VICTIM_COMPENSATION,crime_victim_compensation,yes,no,Montana Crime Victim Compensation Program – Overview,"Pays certain crime-related costs for eligible victims, including medical bills, counseling, lost wages, and funeral expenses when other sources do not cover them.",Montana Department of Justice – Crime Victim Compensation Program,,medium,https://dojmt.gov/victims/crime-victim-compensation/,https://dojmt.gov/victims/crime-victim-compensation/,open,high,2025-12-02,Social services & safety net,Slow,Medium,Normal,MT
MT_VICTIM_COMPENSATION_CRIME_VICTIM_APPLICATION,2025-12-02,MT_VICTIM_COMPENSATION,crime_victim_application,yes,no,Apply for Crime Victim Compensation,"Application forms and instructions for the Montana Crime Victim Compensation Program, including where to send paperwork and how to get help completing the application.",Montana Department of Justice – Crime Victim Compensation Program,,medium,https://dojmt.gov/victims/crime-victim-compensation/,https://dojmt.gov/victims/crime-victim-compensation/,open,high,2025-12-02,Social services & safety net,Slow,Medium,Normal,MT
MT_VICTIM_COMPENSATION_VICTIM_SERVICES_OVERVIEW,2025-12-02,MT_VICTIM_COMPENSATION,victim_services_portal,yes,no,Montana Office of Victim Services – Help for Crime Victims,"Information and support services for crime victims in Montana, including advocacy, rights information, and help connecting to compensation, counseling, and safety planning.",Montana Department of Justice – Office of Victim Services,,medium,https://dojmt.gov/victims/,https://dojmt.gov/victims/,open,high,2025-12-02,Social services & safety net,Slow,Medium,Normal,MT
RAILROAD_RETIREMENT_RRB_BENEFITS_OVERVIEW,2025-12-02,RAILROAD_RETIREMENT,railroad_retirement_benefits_info,no,yes,Railroad Retirement Board – Benefits Overview,"Information on railroad retirement, disability, and survivor benefits for eligible railroad workers and their families. Separate from Social Security.",U.S. Railroad Retirement Board,,medium,https://www.rrb.gov/Benefits,https://www.rrb.gov/Benefits,open,medium,2025-12-02,Unclaimed money & refunds,Medium,Medium,Normal,MT
RAILROAD_RETIREMENT_RRB_MYRRB_ACCOUNT,2025-12-02,RAILROAD_RETIREMENT,railroad_retirement_online_account,no,yes,Railroad Retirement Board – Online Services (myRRB),"Online services for railroad workers and beneficiaries to review benefits, check payment status, and update personal information.",U.S. Railroad Retirement Board,,medium,https://www.rrb.gov/myRRB,https://www.rrb.gov/myRRB,open,medium,2025-12-02,Unclaimed money & refunds,Medium,Medium,Normal,MT
RAILROAD_RETIREMENT_RRB_CONTACT_FOR_UNPAID_BENEFITS,2025-12-02,RAILROAD_RETIREMENT,railroad_retirement_unpaid_benefits_info,no,yes,Contact RRB About Unpaid or Missing Benefits,"Contact information for the Railroad Retirement Board to ask about potential unpaid benefits, survivor benefits, or issues with missing payments.",U.S. Railroad Retirement Board,,medium,https://www.rrb.gov/Contact,https://www.rrb.gov/Contact,open,medium,2025-12-02,Unclaimed money & refunds,Medium,Medium,Normal,MT
CREDIT_UNION_UNCLAIMED_NCUA_UNCLAIMED_DEPOSITS,2025-12-02,CREDIT_UNION_UNCLAIMED,credit_union_unclaimed_deposits,no,yes,NCUA – Unclaimed Deposits from Closed Credit Unions,Search tool to find unclaimed deposits from federally insured credit unions that were liquidated and closed. Includes possible refunds of shares or dividends owed to former members.,National Credit Union Administration (NCUA),,medium,https://unclaimed.ncua.gov,https://unclaimed.ncua.gov,open,medium,2025-12-02,Unclaimed money & refunds,Fast,Easy,Normal,MT
CREDIT_UNION_UNCLAIMED_NCUA_CONSUMER_ASSISTANCE,2025-12-02,CREDIT_UNION_UNCLAIMED,credit_union_help,no,yes,NCUA – Consumer Assistance for Credit Union Accounts,"Information and contact options for help with credit union account problems, including questions about missing funds or accounts at NCUA-insured credit unions.",National Credit Union Administration (NCUA),,medium,https://www.mycreditunion.gov/consumer-assistance-center,https://www.mycreditunion.gov/consumer-assistance-center,open,medium,2025-12-02,Unclaimed money & refunds,Fast,Easy,Normal,MT
CREDIT_UNION_UNCLAIMED_MT_CREDIT_UNIONS_DIRECTORY,2025-12-02,CREDIT_UNION_UNCLAIMED,credit_union_directory,yes,no,Montana Credit Unions – Find Your Credit Union,"Directory of Montana credit unions so members can contact their institution directly about old accounts, dormant shares, and possible unclaimed funds that may not yet have gone to the state.",Montana Credit Union Network / Montana Credit Unions,,medium,https://www.mcun.coop/find-a-credit-union/,https://www.mcun.coop/find-a-credit-union/,open,medium,2025-12-02,Unclaimed money & refunds,Fast,Easy,Normal,MT
MT_COOP_DISTRIBUTIONS_AG_COOPS_GENERAL_INFO,2025-12-02,MT_COOP_DISTRIBUTIONS,coop_distributions_info,yes,no,Agricultural Cooperatives – Patronage & Capital Credits,"Many grain, farm supply, and ranch cooperatives return profits to members through patronage dividends and capital credits. Former members may have unclaimed checks or retained equity.",USDA – Rural Development / Cooperative Services (information),,low,https://www.ams.usda.gov/services/cooperatives,https://www.ams.usda.gov/services/cooperatives,open,low,2025-12-02,Unclaimed money & refunds,Medium,Medium,Unknown,MT
MT_COOP_DISTRIBUTIONS_MONTANA_FARMERS_UNION_COOPS,2025-12-02,MT_COOP_DISTRIBUTIONS,coop_directory_info,yes,no,Montana Farmers Union – Cooperative Network,Montana Farmers Union and its network of cooperatives can help connect farmers and ranchers to local co-ops where they may have patronage dividends or capital credits.,Montana Farmers Union,,low,https://montanafarmersunion.com,https://montanafarmersunion.com,open,low,2025-12-02,Unclaimed money & refunds,Medium,Medium,Unknown,MT
MT_COOP_DISTRIBUTIONS_CONTACT_LOCAL_COOP,2025-12-02,MT_COOP_DISTRIBUTIONS,coop_unclaimed_general,yes,no,Contact Your Local Co-op About Patronage & Capital Credits,"If you have done business with a grain elevator, farm supply, or ranch co-op, contact their office to ask if they are holding unclaimed patronage checks or retained capital credits under your name.",Local agricultural cooperatives / USA.gov (information),,low,https://www.usa.gov/unclaimed-money,https://www.usa.gov/unclaimed-money,open,low,2025-12-02,Unclaimed money & refunds,Medium,Medium,Unknown,MT
MORTGAGE_ESCROW_REFUNDS_FHA_MIP_REFUNDS,2025-12-02,MORTGAGE_ESCROW_REFUNDS,mortgage_insurance_refund,no,yes,FHA Mortgage Insurance Premium Refunds,Some homeowners who had FHA-insured loans and paid them off or refinanced may be due a refund of part of their upfront mortgage insurance premium.,U.S. Department of Housing and Urban Development (HUD),,medium,https://www.hud.gov/program_offices/housing/comp/refunds,https://www.hud.gov/program_offices/housing/comp/refunds,open,low,2025-12-02,Unclaimed money & refunds,Fast,Medium,Normal,MT
MORTGAGE_ESCROW_REFUNDS_GENERAL_ESCROW_REFUND_RIGHTS,2025-12-02,MORTGAGE_ESCROW_REFUNDS,mortgage_escrow_info,no,yes,Escrow Accounts & Refunds – General Guidance,Explains how escrow accounts for taxes and insurance work and when servicers should send surplus refunds after you pay off or refinance your mortgage.,Consumer Financial Protection Bureau (CFPB),,medium,https://www.consumerfinance.gov/ask-cfpb/what-is-an-escrow-account-en-134/,https://www.consumerfinance.gov/ask-cfpb/what-is-an-escrow-account-en-134/,open,low,2025-12-02,Unclaimed money & refunds,Fast,Medium,Normal,MT
MORTGAGE_ESCROW_REFUNDS_CONTACT_SERVICER_FOR_ESCROW_REFUND,2025-12-02,MORTGAGE_ESCROW_REFUNDS,mortgage_escrow_refund_info,no,yes,Contact Your Mortgage Servicer About Escrow Refunds,"If you recently paid off or refinanced your mortgage and did not receive an escrow refund, contact your servicer to ask about any surplus funds they may still be holding.",Your mortgage servicer / USA.gov (information),,medium,https://www.usa.gov/unclaimed-money,https://www.usa.gov/unclaimed-money,open,low,2025-12-02,Unclaimed money & refunds,Fast,Medium,Normal,MT
